,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,cat
599,5726460,566,NIG15204,15204,18 August 2019,2019,1,Battles,Armed clash,Unidentified Armed Group (Nigeria),Pastoralists (Nigeria),3,Tsayau Communal Militia (Nigeria),,4,34,Western Africa,Nigeria,Katsina,Jibia,,Jibia,13.0978,7.2225,2,Daily Post (Nigeria),National,"On August 18th, an armed group attacked Tsayau village (Katsina state, coordinates for Jibia used at prec2), looting a number of cattle. Villagers mobilised to pursue the raiders, and four villagers were killed in the firefight.",4,1567450155,NGA,perpetrator
600,5726415,566,NIG15156,15156,08 August 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Akwa Ibom,Mkpat Enin,,Mkpat Enin,4.7348,7.749,2,Vanguard (Nigeria),National,"08 August. Suspected Fulani militias attacked Obio Nso in Mkpat Enin LGA (no geo location known, coded as Mkpat Enin), killed a resident and left other with injuries.",1,1567450155,NGA,perpetrator
601,5726401,566,NIG15128,15128,05 August 2019,2019,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Anambra,Awka South,,Awka,6.2101,7.0741,1,Vanguard (Nigeria),National,05 August (or around). A worker at a school was attacked by Fulani militias after he asked them to leave the school premises that they used for grazing.,0,1567450155,NGA,perpetrator
602,6126668,566,NIG15139,15139,05 August 2019,2019,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Awgu Communal Group (Nigeria),7,47,Western Africa,Nigeria,Enugu,Agwu,,Agbogugu,6.2563,7.4739,2,Sun (Nigeria),National,05 August. Suspected Fulani militias abducted a local traditional ruler and his wife close to Agbogugu.,0,1618566372,NGA,perpetrator
603,5726395,566,NIG15122,15122,02 August 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Students (Nigeria),7,47,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Daily Post (Nigeria),National,02 August. A suspected Fulani militia attacked a student hostel at the University of Abuja and injured residents.,0,1567450155,NGA,perpetrator
604,5726384,566,NIG15111,15111,01 August 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Catholic Christian Group (Nigeria),7,47,Western Africa,Nigeria,Enugu,Agwu,,Ihe,6.2235,7.4487,2,Vanguard (Nigeria),National,01 August. A catholic priest was shot and killed by a suspected Fulani militia on the Ihe-Agbudu Road in Awgu LGA.,1,1618566372,NGA,perpetrator
605,6260447,566,NIG15106,15106,31 July 2019,2019,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Katsina,Batsari,,Nahuta,12.7227,7.1678,1,Daily Trust (Nigeria),National,31 July. Two women in Nahuta were kidnapped by a suspected Fulani militia.,0,1572403710,NGA,perpetrator
606,6260961,566,NIG15105,15105,31 July 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Katsina,Batsari,,Batsari,12.7515,7.2447,1,Daily Trust (Nigeria),National,"31. July. Suspected Fulani militias rustled cattle and attacked villages in Batsari LGA and killed three residents. The communities are: Garin Labo, Bakon Zabo (two deaths) Ajasu and Zamarawar (one death). No coordinates available, coded as Batsari.",3,1572403711,NGA,perpetrator
607,6764463,566,NIG15058,15058,24 July 2019,2019,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Taraba,Yorro,,Kona,8.95,11.35,1,Sun (Nigeria),National,24 July (or around). Suspected Fulani militias attacked 17 farming settlements within Kona community and took over grazing land in the area. An undisclosed number of farmers were killed.,3,1580162542,NGA,perpetrator
608,5613586,566,NIG15043,15043,20 July 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Kaura Namoda,,Kaura Namoda,12.5898,6.5779,2,New Telegraph,National,"20 July. Zamfara militias attacked Jirrawa in Kaura Namoda LGA (no geo location known, coded as Kaura Namoda) and killed a civilian.",1,1563826792,NGA,perpetrator
609,5613548,566,NIG15005,15005,14 July 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Ogun,Odedah,,Alabata,7.3167,3.5,1,Vanguard (Nigeria),National,14 July. Two suspected Fulani militias stabbed and killed a farmer in Alabata community.,1,1618566369,NGA,perpetrator
610,5613553,566,NIG15010,15010,14 July 2019,2019,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Delta,Oshimili North,,Ibusa,6.1767,6.6284,1,Vanguard (Nigeria),National,14 July (or around). Suspected Fulani herdsman killed a farmer in Ibusa community.,1,1563826792,NGA,perpetrator
611,6260922,566,NIG14921,14921,28 June 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Ekiti,Ido-Osi,,Orin,7.8323,5.2382,1,Daily Trust (Nigeria),National,28 June. Suspected Fulani Militias killed a farmer in Orin Ekiti.,1,1572403711,NGA,perpetrator
612,5543247,566,NIG14918,14918,27 June 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Ogun,Odedah,,Seriki,7.35,3.25,1,Vanguard (Nigeria),National,27 June. Suspected Fulani militias attacked Seriki and injured the village head.,0,1618566366,NGA,perpetrator
613,5543228,566,NIG14899,14899,25 June 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kogi,Kogi,,Koton Karifi,8.1,6.8,1,Daily Post (Nigeria),National,25 June. Suspected Fulani militias attacked Koton-Karfi and Onzo communities. Seven residents were killed. Fatalities split between two events.,4,1562009109,NGA,perpetrator
614,5543229,566,NIG14900,14900,25 June 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kogi,Kogi,,Onzo,8.1,6.8333,1,Daily Post (Nigeria),National,25 June. Suspected Fulani militias attacked Koton-Karfi and Onzo communities. Seven residents were killed. Fatalities split between two events.,3,1562009109,NGA,perpetrator
615,5547820,566,NIG14885,14885,22 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Maradun,,Maradun,12.5657,6.244,2,Legit,National,"22 June. Zamfara militias attacked Faru village on June 17 and Bachiri and Gama Giwa (no coordinates available for the locations; located in Maradun  LGA) on June 22. Three people were killed in the attacks, 20 kidnapped and 500 cattle rustled. Fatalities split between events.",2,1562618717,NGA,perpetrator
616,7759642,566,NIG14875,14875,21 June 2019,2019,2,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Kano,Nassarawa,,Yankaba,12.0103,8.5804,1,Daily Post (Nigeria),National,"21 June (or around). Zamfara militias attacked Yankaba, and kidnapped the village head along with seven other residents. One person was killed in the attack.",1,1618566365,NGA,perpetrator
617,6876848,566,NIG14873,14873,20 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Tsafe,,Tsafe,11.9555,6.9194,2,Vanguard (Nigeria),National,"20 June. Zamfara militias attacked Bamamu, Danmale and Sako villages (no coordinates available) in Tsafe LGA. 18 people were killed.",18,1618566365,NGA,perpetrator
618,5234115,566,NIG14862,14862,17 June 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Ardo Kola,,Sunkani,8.703,11.2576,2,Vanguard (Nigeria),National,17 June. Suspected Fulani militias attacked Janibanibu in Ardo-Kola LGA and killed six residents.,6,1618566365,NGA,perpetrator
619,5547819,566,NIG14883,14883,17 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Maradun,,Maradun,12.5657,6.244,2,Legit,National,"17 June. Zamfara militias attacked Faru village (no coordinates available; in Maradun LGA) on June 17 and Bachiri and Gama Giwa on June 22. Three people were killed in the attacks, 20 kidnapped and 500 cattle rustled. Fatalities split between the two events.",1,1562618717,NGA,perpetrator
620,6727574,566,NIG14841,14841,16 June 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Ardo Kola,,Sunkani,8.703,11.2576,2,Nigeria Punch,National,16 June. Suspected Fulani militias attacked Tudiri village (no coordinates available; located in Ardo-Kola LGA).,0,1618566364,NGA,perpetrator
621,6727671,566,NIG14842,14842,16 June 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Jalingo,,Jalingo,8.8833,11.3667,1,Nigeria Punch,National,16 June. Suspected Fulani militias attacked Kasuan Baila area of Jalingo town. Houses were looted and one person killed.,1,1579554022,NGA,perpetrator
622,5217009,566,NIG14837,14837,15 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Zamfara,Shinkafi,,Gidan Wawa,13.0935,6.3638,2,Legit,National,"15 June. Zamfara militias attacked farmers in Gidan Wawa (coordinates are approximate), resulting in 12 Fatalities. They also attacked Tungar Kahau and Kwallido (coded separately).",12,1560806717,NGA,perpetrator
623,5217010,566,NIG14838,14838,15 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Zamfara,Shinkafi,,Tungar Kahau,13.1136,6.3777,2,Legit,National,"15 June. Zamfara militias attacked farmers in Tungar Kahau (coordinates are approximate), killing 22. The group also attacked Gidan Wawa and Kwallido (coded separately).",22,1560806717,NGA,perpetrator
624,5217011,566,NIG14839,14839,15 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Zamfara,Shinkafi,,Kwallido,13.1106,6.3982,2,Legit,National,"15 June. Zamfara militias attacked farmers in Kwallido (coordinates are approximate), killing 1 civilian. The group also attacked Gidan Wawa and Tungar Kahau (coded separately).",1,1560806717,NGA,perpetrator
625,6727677,566,NIG14840,14840,14 June 2019,2019,1,Violence against civilians,Abduction/forced disappearance,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Women (Nigeria),7,47,Western Africa,Nigeria,Enugu,Nkanu West,,Agbani,6.3079,7.5519,2,Nigeria Punch,National,14 June. Suspected Fulani militias attacked a commercial minibus on the Agbani-Ugbawka road and abducted three women.,0,1579554022,NGA,perpetrator
626,5217005,566,NIG14833,14833,12 June 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Osun,Isokan,,Ikire,7.35,4.1833,1,New Telegraph,National,12 June. Suspected Fulani militias attacked civilians on the Ibadan-Ife highway at Ikire. One person killed.,1,1618566364,NGA,perpetrator
627,6126359,566,NIG14803,14803,06 June 2019,2019,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Orozo,8.9001,7.5728,1,Sun (Nigeria),National,06 June (or around). Fulani militias attacked Orozo in the outskirts of Abuja.,0,1571164641,NGA,perpetrator
628,6260897,566,NIG14791,14791,03 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Maru,,Kanoma,12.2284,6.2962,1,Daily Trust (Nigeria),National,03 June. Zamfara militias attacked Kanoma village and killed 16 residents.,16,1572403711,NGA,perpetrator
629,5211799,566,NIG14778,14778,02 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Government of Nigeria (2015-),7,47,Western Africa,Nigeria,Zamfara,Gusau,,Gusau,12.1628,6.6614,2,Vanguard (Nigeria),National,02 June. The convoy of Zamfara State Governor came under attack by Zamfara militias on their way to Lilo village in the outskirts of Gusau. The Governor was to visit the community after the killings on June 1.,0,1560202905,NGA,perpetrator
630,5211790,566,NIG14769,14769,01 June 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Gusau,,Gusau,12.1628,6.6614,2,Vanguard (Nigeria),National,01 June. Zamfara militias attacked Lilo village in the outskirts of Gusau town and killed eight residents. 18 people were injured.,8,1560202905,NGA,perpetrator
631,6876818,566,NIG14747,14747,27 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Plateau,Riyom,,Nakai Danwai,9.724,8.695,2,Daily Trust (Nigeria),National,27 May. Suspected Fulani militias attacked Nakai Danwai (approx. position) and killed six people.,6,1618566362,NGA,perpetrator
632,5194079,566,NIG14701,14701,25 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Anambra,Anambra East,,Aguleri,6.3224,6.8902,2,New Telegraph,National,25 May. Fulani militias attacked farmland in Mkpu Nanndo Otu community in Anambra East LGA and killed three farmers.,3,1558991400,NGA,perpetrator
633,7754545,566,NIG14667,14667,20 May 2019,2019,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Delta,Aniocha South,,Ubulu-Uku,6.2456,6.4217,1,Vanguard (Nigeria),National,20 May (or around). Fulani militias attacked a Ubulu-Uke community and killed a resident.,1,1615996825,NGA,perpetrator
634,6261584,566,NIG14661,14661,19 May 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Katsina,Sabuwa,,Gidan Dan Damo,11.2282,7.0254,1,Daily Trust (Nigeria),National,"19 May. Zamfara communal militias attacked Dan Dambo, raided the community and killed four residents of the village and seven people who came to help from a neighbouring settlement.",11,1618566359,NGA,perpetrator
635,6261308,566,NIG14657,14657,18 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Farmers (Nigeria),7,47,Western Africa,Nigeria,Kogi,Yagba East,,Ogga,8.1833,5.65,1,Daily Trust (Nigeria),National,18 May. A farmer was killed by suspected Fulani militias in Ogga community.,1,1572403711,NGA,perpetrator
636,6261443,566,NIG14654,14654,18 May 2019,2019,2,Violence against civilians,Attack,Yagba Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kogi,Dekina,,Dekina,7.6897,7.0438,2,Daily Trust (Nigeria),National,"18 May (or around). Responding to the earlier attack on a farm in Ogga, Yagba militias launched a reprisal attack on Pastoralists in Oluja community in Dekina LGA. Three Pastoralists were killed.",3,1572403711,NGA,victim
637,6261446,566,NIG14660,14660,18 May 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Kiyawa,,Birnin Magaji,12.5592,6.8946,2,Daily Trust (Nigeria),National,18 May. Zamfara communal militias attacked Gidan Kaso in Birnin Magaji LGA and killed seven residents.,7,1618566359,NGA,perpetrator
638,6261563,566,NIG14655,14655,18 May 2019,2019,2,Violence against civilians,Attack,Yagba Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kogi,Igalamela,,Ajaka,7.1711,6.8265,2,Daily Trust (Nigeria),National,"18 May (or around). Responding to the earlier attack on a farm in Ogga, Yagba militias launched a reprisal attack on Pastoralists across Yagba West LGA, Omala LGA and Igamela LGA.",0,1618566358,NGA,victim
639,6261572,566,NIG14659,14659,18 May 2019,2019,2,Violence against civilians,Attack,Yagba Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kogi,Yagba West,,Odo Ere,8.25,5.55,2,Daily Trust (Nigeria),National,"18 May (or around). Responding to the earlier attack on a farm in Ogga, Yagba militias launched a reprisal attack on Pastoralists across Yagba West LGA, Omala LGA and Igamela LGA. 11 Pastoralists were killed in Yagba West.",11,1572403711,NGA,victim
640,6261593,566,NIG14656,14656,18 May 2019,2019,2,Violence against civilians,Attack,Yagba Communal Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria),7,47,Western Africa,Nigeria,Kogi,Omala,,Abejukolo,7.8681,7.5091,2,Daily Trust (Nigeria),National,"18 May (or around). Responding to the earlier attack on a farm in Ogga, Yagba militias launched a reprisal attack on Pastoralists across Yagba West LGA, Omala LGA and Igamela LGA.",0,1572403711,NGA,victim
641,5184733,566,NIG14622,14622,14 May 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Maru,,Kanoma,12.2284,6.2962,1,Daily Post (Nigeria),National,"14 May. Zamfara militias attacked Kanoma village, killed two residents and abducted seven people.",2,1558389801,NGA,perpetrator
642,6260465,566,NIG14598,14598,12 May 2019,2019,1,Battles,Armed clash,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilian JTF: Civilian Joint Task Force,,3,34,Western Africa,Nigeria,Zamfara,Shinkafi,,Shinkafi,13.0753,6.5105,2,Daily Trust (Nigeria),National,12 May. Zamfara militias attacked a group of CJTF fighters and killed six on their way back to their communities. The victims collected their payments in Shinkafi.,6,1572403710,NGA,perpetrator
643,5177534,566,NIG14561,14561,08 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Jalingo,,Abare,9.0,11.2333,1,Vanguard (Nigeria),National,"08 May. Fulani militias attacked the communities of Murbai (five fatalities - approx. position), Sembe (six fatalities - approx. position), Kisbap (approx. Position) and Yawai Abare in the outskirts of Jalingo town. ",0,1557799602,NGA,perpetrator
644,5177535,566,NIG14562,14562,08 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Jalingo,,Kisbap,8.9877,11.2585,2,Vanguard (Nigeria),National,"08 May. Fulani militias attacked the communities of Murbai (five fatalities - approx. position), Sembe (six fatalities - approx. position), Kisbap (approx. position) and Yawai Abare in the outskirts of Jalingo town. ",0,1557799602,NGA,perpetrator
645,5177536,566,NIG14563,14563,08 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Jalingo,,Murbai,8.9722,11.2543,1,Vanguard (Nigeria),National,"08 May. Fulani militias attacked the communities of Murbai (five fatalities - approx. position), Sembe (six fatalities - approx. position), Kisbap (approx. Position) and Yawai Abare in the outskirts of Jalingo town. ",5,1557799602,NGA,perpetrator
646,5177537,566,NIG14564,14564,08 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Taraba,Jalingo,,Sembe,8.9719,11.255,2,Vanguard (Nigeria),National,"08 May. Fulani militias attacked the communities of Murbai (five fatalities - approx. position), Sembe (six fatalities - approx. position), Kisbap (approx. Position) and Yawai Abare in the outskirts of Jalingo town. ",6,1557799602,NGA,perpetrator
647,5177527,566,NIG14554,14554,07 May 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Shinkafi,,Shinkafi,13.0753,6.5105,2,Daily Post (Nigeria),National,07 May. Zamfara Militias attacked Shinkafi LGA and killed 35 civilians.,35,1557799602,NGA,perpetrator
648,7764159,566,NIG14550,14550,07 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Benin),Farmers (Benin),7,47,Western Africa,Nigeria,Ogun,Imeko-Afon,,Iwoye,7.55,2.75,2,Benin 24,Regional,07 May. Farmers from Benin were attacked by Fulani militias on Nigerian territory. The attack happened in the border area of the Benin district of Idigny (position coded for Iwoye on Nigerian territory). Two farmers were killed.,2,1618566357,NGA,perpetrator
649,5177513,566,NIG14540,14540,05 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Imo,Owerri North,,Uratta,5.4944,7.0733,1,Vanguard (Nigeria),National,05 May. Fulani militias shot and killed a resident at Uratta who tried to stop their cattle from grazing in the area. Another civilian got wounded by a machete.,1,1557799602,NGA,perpetrator
650,6727605,566,NIG14537,14537,04 May 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Maru,,Dan-Gurgu,11.2355,6.4343,1,Nigeria Punch,National,04 May. Zamfara militias attacked Dan Gurgu village and killed 31 residents.,31,1579554022,NGA,perpetrator
651,5644653,566,NIG14531,14531,03 May 2019,2019,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Ogun,Imeko-Afon,,Igbogbo,7.4833,2.8,2,Legit,National,03 May (or around). A civilian was shot by Fulani militias in Iwoye while attempting to hinder their cattle to drink from a stream in the community.,1,1563908690,NGA,perpetrator
652,5168257,566,NIG14525,14525,02 May 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Adamawa,Girei,,Girei,9.3667,12.55,1,Daily Post (Nigeria),National,"02 May. Fulani Militias attacked Murposa, Bankam and Wuro Hausa villages in Girei LGA. Five people were killed.",5,1557775806,NGA,perpetrator
653,5146541,566,NIG14491,14491,24 April 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),IPOB: Indigenous Peoples of Biafra,7,47,Western Africa,Nigeria,Rivers,Oyigbo,,Obigbo,4.8755,7.1488,1,Concise News,National,24 April. IPOB accused Fulani militias of having killed a leading member in Obigbo,1,1556572283,NGA,perpetrator
654,6876821,566,NIG14726,14726,19 April 2019,2019,1,Violence against civilians,Attack,Zamfara Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Zamfara,Tsafe,,Marke,12.0892,6.8964,1,Daily Trust (Nigeria),National,19 April. Zamfara militias attacked Marke and killed 16 residents.,16,1618566361,NGA,perpetrator
655,6126362,566,NIG14444,14444,17 April 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Adamawa,Numan,,Bolki,9.3833,11.6167,1,Sun (Nigeria),National,"17 April: Fulani pastoralist militia killed 15 and left 3 wounded in late night attack on Adamawa communities in Bolki, Bolon, Bujum and Numan towns. They also burned down several houses. Fatalities distributed over 4 locations.",4,1571164641,NGA,perpetrator
656,6126720,566,NIG14445,14445,17 April 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Adamawa,Demsa,,Bolon,9.4095,11.995,1,Sun (Nigeria),National,"17 April: Fulani pastoralist militia killed 15 and left 3 wounded in late night attack on Adamawa communities in Bolki, Bolon, Bujum and Numan towns. They also burned down several houses. Fatalities distributed over 4 locations.",4,1571164641,NGA,perpetrator
657,6126757,566,NIG14447,14447,17 April 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Adamawa,Numan,,Numan,9.4667,12.0333,1,Sun (Nigeria),National,"17 April: Fulani pastoralist militia killed 15 and left 3 wounded in late night attack on Adamawa communities in Bolki, Bolon, Bujum and Numan towns. They also burned down several houses. Fatalities distributed over 4 locations.",3,1571164641,NGA,perpetrator
658,6126758,566,NIG14446,14446,17 April 2019,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Adamawa,Numan,,Bujum Kasuwa,9.3233,11.6781,1,Sun (Nigeria),National,"17 April: Fulani pastoralist militia killed 15 and left 3 wounded in late night attack on Adamawa communities in Bolki, Bolon, Bujum and Numan towns. They also burned down several houses. Fatalities distributed over 4 locations.",4,1571164642,NGA,perpetrator
659,5286814,566,NIG14436,14436,16 April 2019,2019,1,Violence against civilians,Attack,Unidentified Communal Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Benue,Kwande,,Kwande,6.801,9.4702,1,Concise News,National,"16 April: Unidentified armed pastoralists killed two and injured one in Kwande, Benue state.",2,1561469195,NGA,perpetrator
